|problem|case|correction|sep1|first_frame_bad|sep2|raw_dd_common|raw_dd_xing|raw_dd_info|raw_dd_vbri|raw_dd_id3v2|sep3|highest_tag|xing_present|lame_present|lame_valid|sep4|enc_delay|enc_padding|nogap_continued|nogap_continuation|sep5|bitrate_mode|bitrate_value|file
3522|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1488|no|no|___|UNK|UNK|0003522.mp3
3523|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1284|no|no|___|UNK|UNK|0003523.mp3
3524|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003524.mp3
3525|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003525.mp3
3526|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003526.mp3
3527|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003527.mp3
3528|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003528.mp3
3529|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003529.mp3
3530|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0003530.mp3
3531|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1368|no|no|___|UNK|UNK|0003531.mp3
3532|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003532.mp3
3533|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003533.mp3
3534|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0003534.mp3
3535|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003535.mp3
3536|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003536.mp3
3537|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|624|no|no|___|UNK|UNK|0003537.mp3
3538|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1320|no|no|___|UNK|UNK|0003538.mp3
3539|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003539.mp3
3540|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1088|no|no|___|UNK|UNK|0003540.mp3
3541|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003541.mp3
3542|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003542.mp3
3543|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|804|no|no|___|UNK|UNK|0003543.mp3
3544|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1212|no|no|___|UNK|UNK|0003544.mp3
3545|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0003545.mp3
3546|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003546.mp3
3547|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0003547.mp3
3548|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1487|no|no|___|UNK|UNK|0003548.mp3
3549|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1020|no|no|___|UNK|UNK|0003549.mp3
3550|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0003550.mp3
3551|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003551.mp3
3552|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003552.mp3
3553|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003553.mp3
3554|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003554.mp3
3555|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003555.mp3
3556|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|2112|no|no|___|UNK|UNK|0003556.mp3
3557|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003557.mp3
3558|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003558.mp3
3559|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1812|no|no|___|UNK|UNK|0003559.mp3
3560|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003560.mp3
3561|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003561.mp3
3562|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003562.mp3
3563|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003563.mp3
3564|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003564.mp3
3565|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003565.mp3
3566|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003566.mp3
3567|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003567.mp3
3568|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003568.mp3
3569|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003569.mp3
3570|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003570.mp3
3571|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003571.mp3
3572|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003572.mp3
3573|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003573.mp3
3574|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1681|no|no|___|UNK|UNK|0003574.mp3
3575|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003575.mp3
3576|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1681|no|no|___|UNK|UNK|0003576.mp3
3577|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003577.mp3
3578|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003578.mp3
3579|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003579.mp3
3580|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003580.mp3
3581|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003581.mp3
3582|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003582.mp3
3583|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003583.mp3
3584|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003584.mp3
3585|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003585.mp3
3586|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003586.mp3
3587|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003587.mp3
3588|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003588.mp3
3589|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003589.mp3
3590|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003590.mp3
3591|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003591.mp3
3592|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003592.mp3
3593|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003593.mp3
3594|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003594.mp3
3595|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003595.mp3
3596|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003596.mp3
3597|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003597.mp3
3598|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003598.mp3
3599|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003599.mp3
3600|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003600.mp3
3601|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003601.mp3
3602|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003602.mp3
3603|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003603.mp3
3604|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003604.mp3
3605|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003605.mp3
3606|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003606.mp3
3607|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003607.mp3
3608|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003608.mp3
3609|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003609.mp3
3610|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003610.mp3
3611|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003611.mp3
3612|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003612.mp3
3613|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003613.mp3
3614|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003614.mp3
3615|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003615.mp3
3616|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003616.mp3
3617|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003617.mp3
3618|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003618.mp3
3619|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003619.mp3
3620|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003620.mp3
3621|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003621.mp3
3622|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003622.mp3
3623|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003623.mp3
3624|yes|B|26|___|no|___|Xing|yes|no|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003624.mp3
3625|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1272|no|no|___|UNK|UNK|0003625.mp3
3626|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003626.mp3
3627|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003627.mp3
3628|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003628.mp3
3629|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003629.mp3
3630|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003630.mp3
3631|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003631.mp3
3632|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003632.mp3
3633|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003633.mp3
3634|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003634.mp3
3635|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1416|no|no|___|UNK|UNK|0003635.mp3
3636|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003636.mp3
3637|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003637.mp3
3638|no|D|0|___|no|___|Xing|yes|no|no|no|___|lame|yes|yes|passed|___|576|1704|no|no|___|UNK|UNK|0003638.mp3
3639|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003639.mp3
3640|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003640.mp3
3641|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003641.mp3
3642|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003642.mp3
3643|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003643.mp3
3644|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003644.mp3
3645|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003645.mp3
3646|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003646.mp3
3647|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003647.mp3
3648|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003648.mp3
3649|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003649.mp3
3650|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003650.mp3
3651|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|832|no|no|___|UNK|UNK|0003651.mp3
3652|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1368|no|no|___|UNK|UNK|0003652.mp3
3653|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003653.mp3
3654|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003654.mp3
3655|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003655.mp3
3656|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003656.mp3
3657|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003657.mp3
3658|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1980|no|no|___|UNK|UNK|0003658.mp3
3659|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003659.mp3
3660|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003660.mp3
3661|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003661.mp3
3662|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003662.mp3
3663|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1728|no|no|___|UNK|UNK|0003663.mp3
3664|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003664.mp3
3665|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003665.mp3
3666|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003666.mp3
3667|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003667.mp3
3668|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003668.mp3
3669|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003669.mp3
3670|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003670.mp3
3671|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003671.mp3
3672|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003672.mp3
3673|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003673.mp3
3674|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003674.mp3
3675|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003675.mp3
3676|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003676.mp3
3677|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003677.mp3
3678|yes|B|26|___|no|___|Xing|yes|no|no|no|___|xing|yes|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003678.mp3
3679|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003679.mp3
3680|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003680.mp3
3681|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003681.mp3
3682|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003682.mp3
3683|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003683.mp3
3684|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003684.mp3
3685|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003685.mp3
3686|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003686.mp3
3687|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003687.mp3
3688|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003688.mp3
3689|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003689.mp3
3690|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003690.mp3
3691|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003691.mp3
3692|no|D|0|___|no|___|Info|no|yes|no|no|___|lame|yes|yes|passed|___|576|1512|no|no|___|UNK|UNK|0003692.mp3
3693|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003693.mp3
3694|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003694.mp3
3695|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003695.mp3
3696|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003696.mp3
3697|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003697.mp3
3698|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003698.mp3
3699|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003699.mp3
3700|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003700.mp3
3701|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003701.mp3
3702|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003702.mp3
3703|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003703.mp3
3704|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003704.mp3
3705|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003705.mp3
3706|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003706.mp3
3707|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003707.mp3
3708|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003708.mp3
3709|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003709.mp3
3710|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003710.mp3
3711|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003711.mp3
3712|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003712.mp3
3713|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003713.mp3
3714|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003714.mp3
3715|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003715.mp3
3716|no|A|0|___|no|___||no|no|no|no|___|none|no|no|UNK|___|UNK|UNK|UNK|UNK|___|UNK|UNK|0003716.mp3
